cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,neighbortype,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
146839266,[5-Amino-7-fluoro-3-(3-fluorophenyl)indazol-1-yl]thallium,NULL,448.600,C13H8F2N3Tl,43.800,333.000,NULL,19,1,4,1,"InChI=1S/C13H8F2N3.Tl/c14-8-3-1-2-7(4-8)12-10-5-9(16)6-11(15)13(10)18-17-12;/h1-6H,16H2;/q-1;+1",C1=CC(=CC(=C1)F)C2=NN(C3=C2C=C(C=C3F)N)[Tl],C1=CC(=CC(=C1)F)C2=NN(C3=C2C=C(C=C3F)N)[Tl],SFSMKJXBRSJFMQ-UHFFFAOYSA-N,[5-amino-7-fluoro-3-(3-fluorophenyl)indazol-1-yl]thallium,449.043,449.043,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200812,Google Patents,Research and Development,NULL
146814361,"[(1Z,3E)-2-tert-butyl-5-cyclopropyl-3-fluoropenta-1,3-dienyl]thallium",NULL,385.650,C12H18FTl,0.000,254.000,NULL,14,0,1,4,"InChI=1S/C12H18F.Tl/c1-9(12(2,3)4)11(13)8-7-10-5-6-10;/h1,8,10H,5-7H2,2-4H3;/b9-1?,11-8+;",CC(C)(C)/C(=C/[Tl])/C(=C\CC1CC1)/F,CC(C)(C)C(=C[Tl])C(=CCC1CC1)F,SAUITDXBMICNBH-GPDLURHHSA-N,"[(1Z,3E)-2-tert-butyl-5-cyclopropyl-3-fluoropenta-1,3-dienyl]thallium",386.114,386.114,0,1,0,0,0,0,2,2,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200812,Google Patents,Research and Development,NULL
145849625,"1,1,2,2,2-Pentafluoroethylsulfonyloxythallium",NULL,403.460,C2F5O3STl,51.800,249.000,NULL,12,0,8,1,"InChI=1S/C2HF5O3S.Tl/c3-1(4,5)2(6,7)11(8,9)10;/h(H,8,9,10);/q;+1/p-1",C(C(F)(F)S(=O)(=O)O[Tl])(F)(F)F,C(C(F)(F)S(=O)(=O)O[Tl])(F)(F)F,KWPULVAHUAMPFP-UHFFFAOYSA-M,"1,1,2,2,2-pentafluoroethylsulfonyloxythallium",403.923,403.923,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849606,"1,1,2,2,3,3,3-Heptafluoropropylsulfonyloxythallium",NULL,453.470,C3F7O3STl,51.800,326.000,NULL,15,0,10,2,"InChI=1S/C3HF7O3S.Tl/c4-1(5,2(6,7)8)3(9,10)14(11,12)13;/h(H,11,12,13);/q;+1/p-1",C(C(F)(F)F)(C(F)(F)S(=O)(=O)O[Tl])(F)F,C(C(F)(F)F)(C(F)(F)S(=O)(=O)O[Tl])(F)F,FJBVOWCRGASTAX-UHFFFAOYSA-M,"1,1,2,2,3,3,3-heptafluoropropylsulfonyloxythallium",453.92,453.92,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849336,(2-Fluoroacetyl)oxythallium,NULL,281.420,C2H2FO2Tl,26.300,55.500,NULL,6,0,3,1,"InChI=1S/C2H3FO2.Tl/c3-1-2(4)5;/h1H2,(H,4,5);/q;+1/p-1",C(C(=O)O[Tl])F,C(C(=O)O[Tl])F,MBYBQZYCXVTSAG-UHFFFAOYSA-M,(2-fluoroacetyl)oxythallium,281.978,281.978,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849174,(4-Fluorophenyl)sulfonyloxythallium,NULL,379.540,C6H4FO3STl,51.800,228.000,NULL,12,0,4,1,"InChI=1S/C6H5FO3S.Tl/c7-5-1-3-6(4-2-5)11(8,9)10;/h1-4H,(H,8,9,10);/q;+1/p-1",C1=CC(=CC=C1F)S(=O)(=O)O[Tl],C1=CC(=CC=C1F)S(=O)(=O)O[Tl],REUCUFGDPCSKSD-UHFFFAOYSA-M,(4-fluorophenyl)sulfonyloxythallium,379.961,379.961,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849173,3-Fluoroprop-2-enoyloxythallium,NULL,293.430,C3H2FO2Tl,26.300,90.900,NULL,7,0,3,1,"InChI=1S/C3H3FO2.Tl/c4-2-1-3(5)6;/h1-2H,(H,5,6);/q;+1/p-1",C(=CF)C(=O)O[Tl],C(=CF)C(=O)O[Tl],CTHKEYBZYJGBPD-UHFFFAOYSA-M,3-fluoroprop-2-enoyloxythallium,293.978,293.978,0,1,0,0,0,0,1,0,1,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849106,"2,3-Difluoropropanoyloxythallium",NULL,313.430,C3H3F2O2Tl,26.300,87.400,NULL,8,0,4,2,"InChI=1S/C3H4F2O2.Tl/c4-1-2(5)3(6)7;/h2H,1H2,(H,6,7);/q;+1/p-1",C(C(C(=O)O[Tl])F)F,C(C(C(=O)O[Tl])F)F,SYQJCMHBKSKMFH-UHFFFAOYSA-M,"2,3-difluoropropanoyloxythallium",313.985,313.985,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145849031,3-Fluoropropanoyloxythallium,NULL,295.440,C3H4FO2Tl,26.300,66.000,NULL,7,0,3,2,"InChI=1S/C3H5FO2.Tl/c4-2-1-3(5)6;/h1-2H2,(H,5,6);/q;+1/p-1",C(CF)C(=O)O[Tl],C(CF)C(=O)O[Tl],HPVDPMCQMUPKJB-UHFFFAOYSA-M,3-fluoropropanoyloxythallium,295.994,295.994,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145848948,2-Fluoropropanoyloxythallium,NULL,295.440,C3H4FO2Tl,26.300,75.300,NULL,7,0,3,1,"InChI=1S/C3H5FO2.Tl/c1-2(4)3(5)6;/h2H,1H3,(H,5,6);/q;+1/p-1",CC(C(=O)O[Tl])F,CC(C(=O)O[Tl])F,HVMBHRMPDKOHFQ-UHFFFAOYSA-M,2-fluoropropanoyloxythallium,295.994,295.994,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145848754,"(2,2-Difluoroacetyl)oxythallium",NULL,299.410,C2HF2O2Tl,26.300,74.100,NULL,7,0,4,1,"InChI=1S/C2H2F2O2.Tl/c3-1(4)2(5)6;/h1H,(H,5,6);/q;+1/p-1",C(C(=O)O[Tl])(F)F,C(C(=O)O[Tl])(F)F,ZZUIWFMWZYROJO-UHFFFAOYSA-M,"(2,2-difluoroacetyl)oxythallium",299.969,299.969,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145848688,2-Fluoroprop-2-enoyloxythallium,NULL,293.430,C3H2FO2Tl,26.300,101.000,NULL,7,0,3,1,"InChI=1S/C3H3FO2.Tl/c1-2(4)3(5)6;/h1H2,(H,5,6);/q;+1/p-1",C=C(C(=O)O[Tl])F,C=C(C(=O)O[Tl])F,JHTIOJUJMQBNRO-UHFFFAOYSA-M,2-fluoroprop-2-enoyloxythallium,293.978,293.978,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200125,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145530768,[5-Amino-3-(6-fluoropyridin-3-yl)indazol-1-yl]thallium,NULL,431.600,C12H8FN4Tl,56.700,306.000,NULL,18,1,4,1,"InChI=1S/C12H8FN4.Tl/c13-11-4-1-7(6-15-11)12-9-5-8(14)2-3-10(9)16-17-12;/h1-6H,14H2;/q-1;+1",C1=CC2=C(C=C1N)C(=NN2[Tl])C3=CN=C(C=C3)F,C1=CC2=C(C=C1N)C(=NN2[Tl])C3=CN=C(C=C3)F,NUSQQWXTBBAJTR-UHFFFAOYSA-N,[5-amino-3-(6-fluoropyridin-3-yl)indazol-1-yl]thallium,432.048,432.048,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191212,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
145401717,(2-Acetyl-6-fluoro-3-methylphenyl)thallium,NULL,355.540,C9H8FOTl,17.100,183.000,NULL,12,0,2,1,"InChI=1S/C9H8FO.Tl/c1-6-3-4-8(10)5-9(6)7(2)11;/h3-4H,1-2H3;",CC1=C(C(=C(C=C1)F)[Tl])C(=O)C,CC1=C(C(=C(C=C1)F)[Tl])C(=O)C,YKSIOPSFJKECOI-UHFFFAOYSA-N,(2-acetyl-6-fluoro-3-methylphenyl)thallium,356.03,356.03,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191207,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
145368011,"[(7-Fluoro-4-phenylmethoxypyrrolo[2,1-f][1,2,4]triazin-2-yl)amino]thallium",NULL,461.630,C13H10FN4OTl,51.400,319.000,NULL,20,1,5,4,"InChI=1S/C13H10FN4O.Tl/c14-11-7-6-10-12(16-13(15)17-18(10)11)19-8-9-4-2-1-3-5-9;/h1-7H,8H2,(H-,15,17);/q-1;+1",C1=CC=C(C=C1)COC2=NC(=NN3C2=CC=C3F)N[Tl],C1=CC=C(C=C1)COC2=NC(=NN3C2=CC=C3F)N[Tl],TWXNZICTYPPONU-UHFFFAOYSA-N,"[(7-fluoro-4-phenylmethoxypyrrolo[2,1-f][1,2,4]triazin-2-yl)amino]thallium",462.058,462.058,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145297652,[2-[5-(Chloromethylsulfanyl)-2-fluoro-4-methylphenyl]-4-ethylsulfanyl-5-methylphenyl]thallium,NULL,544.300,C17H17ClFS2Tl,50.600,347.000,NULL,22,0,3,5,"InChI=1S/C17H17ClFS2.Tl/c1-4-20-16-8-13(6-5-11(16)2)14-9-17(21-10-18)12(3)7-15(14)19;/h5,7-9H,4,10H2,1-3H3;",CCSC1=CC(=C(C=C1C)[Tl])C2=C(C=C(C(=C2)SCCl)C)F,CCSC1=CC(=C(C=C1C)[Tl])C2=C(C=C(C(=C2)SCCl)C)F,QYCNHOYZQCXYDW-UHFFFAOYSA-N,[2-[5-(chloromethylsulfanyl)-2-fluoro-4-methylphenyl]-4-ethylsulfanyl-5-methylphenyl]thallium,544.019,544.019,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145235788,"3-[(1-formylpyrrolidin-2-yl)methoxy]propylperoxythallium;2,2,2-trifluoro-N-hexylacetamide",NULL,603.800,C17H30F3N2O5Tl,77.100,338.000,NULL,28,1,8,11,"InChI=1S/C9H17NO4.C8H14F3NO.Tl/c11-8-10-4-1-3-9(10)7-13-5-2-6-14-12;1-2-3-4-5-6-12-7(13)8(9,10)11;/h8-9,12H,1-7H2;2-6H2,1H3,(H,12,13);/q;;+1/p-1",CCCCCCNC(=O)C(F)(F)F.C1CC(N(C1)C=O)COCCCOO[Tl],CCCCCCNC(=O)C(F)(F)F.C1CC(N(C1)C=O)COCCCOO[Tl],QOLDGHFKJJMFSY-UHFFFAOYSA-M,"3-[(1-formylpyrrolidin-2-yl)methoxy]propylperoxythallium;2,2,2-trifluoro-N-hexylacetamide",604.185,604.185,0,2,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
145058950,[4-[2-(Trifluoromethyl)pyridin-4-yl]imidazol-1-yl]thallium,WAEFQJBVQSMAIW-UHFFFAOYSA-N|[4-[2-(Trifluoromethyl)pyridin-4-yl]imidazol-1-yl]thallium,416.530,C9H5F3N3Tl,30.700,249.000,NULL,16,0,5,1,"InChI=1S/C9H5F3N3.Tl/c10-9(11,12)8-3-6(1-2-14-8)7-4-13-5-15-7;/h1-5H;/q-1;+1",C1=CN=C(C=C1C2=CN(C=N2)[Tl])C(F)(F)F,C1=CN=C(C=C1C2=CN(C=N2)[Tl])C(F)(F)F,WAEFQJBVQSMAIW-UHFFFAOYSA-N,[4-[2-(trifluoromethyl)pyridin-4-yl]imidazol-1-yl]thallium,417.018,417.018,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191207,"ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)",Governmental Organizations|Research and Development,NULL
145027737,"[4-[4-[(4-Amino-2,3-difluorophenoxy)methyl]cyclohexyl]cyclohexyl]thallium",NULL,526.800,C19H26F2NOTl,35.200,384.000,NULL,24,1,4,4,"InChI=1S/C19H26F2NO.Tl/c20-18-16(22)10-11-17(19(18)21)23-12-13-6-8-15(9-7-13)14-4-2-1-3-5-14;/h1,10-11,13-15H,2-9,12,22H2;",C1CC(CCC1COC2=C(C(=C(C=C2)N)F)F)C3CCC(CC3)[Tl],C1CC(CCC1COC2=C(C(=C(C=C2)N)F)F)C3CCC(CC3)[Tl],UYPKNELYHDCDSM-UHFFFAOYSA-N,"[4-[4-[(4-amino-2,3-difluorophenoxy)methyl]cyclohexyl]cyclohexyl]thallium",527.173,527.173,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144713644,"[1-(4-Bromophenyl)-2,2,2-trifluoroethoxy]thallium","LBCIITRYNOHMKV-UHFFFAOYSA-N|[1-(4-Bromophenyl)-2,2,2-trifluoroethoxy]thallium",458.410,C8H5BrF3OTl,9.200,180.000,NULL,14,0,4,1,"InChI=1S/C8H5BrF3O.Tl/c9-6-3-1-5(2-4-6)7(13)8(10,11)12;/h1-4,7H;/q-1;+1",C1=CC(=CC=C1C(C(F)(F)F)O[Tl])Br,C1=CC(=CC=C1C(C(F)(F)F)O[Tl])Br,LBCIITRYNOHMKV-UHFFFAOYSA-N,"[1-(4-bromophenyl)-2,2,2-trifluoroethoxy]thallium",457.922,457.922,0,1,0,1,0,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191207,"ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)",Governmental Organizations|Research and Development,NULL
144697457,(5-Bromo-6-fluoro-3-iodoindazol-1-yl)thallium,NULL,544.290,C7H2BrFIN2Tl,17.800,211.000,NULL,13,0,2,0,InChI=1S/C7H2BrFIN2.Tl/c8-4-1-3-6(2-5(4)9)11-12-7(3)10;/h1-2H;/q-1;+1,C1=C2C(=CC(=C1Br)F)N(N=C2I)[Tl],C1=C2C(=CC(=C1Br)F)N(N=C2I)[Tl],AEIXIIXHGYKFKD-UHFFFAOYSA-N,(5-bromo-6-fluoro-3-iodoindazol-1-yl)thallium,543.817,543.817,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144695074,[3-(2-Aminopyridin-4-yl)-6-fluoro-5-hydroxyindazol-1-yl]thallium,NULL,447.600,C12H8FN4OTl,77.000,337.000,NULL,19,2,5,1,"InChI=1S/C12H8FN4O.Tl/c13-8-5-9-7(4-10(8)18)12(17-16-9)6-1-2-15-11(14)3-6;/h1-5H,(H3-,14,15,16,17,18);/q-1;+1",C1=CN=C(C=C1C2=NN(C3=CC(=C(C=C32)O)F)[Tl])N,C1=CN=C(C=C1C2=NN(C3=CC(=C(C=C32)O)F)[Tl])N,SZUOBAHOMXDOCL-UHFFFAOYSA-N,[3-(2-aminopyridin-4-yl)-6-fluoro-5-hydroxyindazol-1-yl]thallium,448.043,448.043,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144681432,[2-chloro-4-(4-fluoro-1H-indol-2-yl)pyrimidin-5-yl]oxythallium,NULL,467.030,C12H6ClFN3OTl,50.800,327.000,NULL,19,1,4,1,"InChI=1S/C12H7ClFN3O.Tl/c13-12-15-5-10(18)11(17-12)9-4-6-7(14)2-1-3-8(6)16-9;/h1-5,16,18H;/q;+1/p-1",C1=CC2=C(C=C(N2)C3=NC(=NC=C3O[Tl])Cl)C(=C1)F,C1=CC2=C(C=C(N2)C3=NC(=NC=C3O[Tl])Cl)C(=C1)F,BEXPYJVHDSSZHH-UHFFFAOYSA-M,[2-chloro-4-(4-fluoro-1H-indol-2-yl)pyrimidin-5-yl]oxythallium,466.993,466.993,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20191207,Google Patents|PATENTSCOPE (WIPO),Governmental Organizations|Research and Development,NULL
144679684,[5-bromo-3-(4-fluoro-1H-indol-2-yl)pyridin-2-yl]oxythallium,NULL,510.490,C13H7BrFN2OTl,37.900,325.000,NULL,19,1,3,1,"InChI=1S/C13H8BrFN2O.Tl/c14-7-4-9(13(18)16-6-7)12-5-8-10(15)2-1-3-11(8)17-12;/h1-6,17H,(H,16,18);/q;+1/p-1",C1=CC2=C(C=C(N2)C3=C(N=CC(=C3)Br)O[Tl])C(=C1)F,C1=CC2=C(C=C(N2)C3=C(N=CC(=C3)Br)O[Tl])C(=C1)F,DDCIPNNWZSGMBJ-UHFFFAOYSA-M,[5-bromo-3-(4-fluoro-1H-indol-2-yl)pyridin-2-yl]oxythallium,509.947,509.947,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144663144,[4-[(E)-2-(2-fluoro-4-octoxyphenyl)ethenyl]phenyl]thallium,NULL,529.800,C22H26FOTl,9.200,365.000,NULL,25,0,2,10,"InChI=1S/C22H26FO.Tl/c1-2-3-4-5-6-10-17-24-21-16-15-20(22(23)18-21)14-13-19-11-8-7-9-12-19;/h8-9,11-16,18H,2-6,10,17H2,1H3;/b14-13+;",CCCCCCCCOC1=CC(=C(C=C1)/C=C/C2=CC=C(C=C2)[Tl])F,CCCCCCCCOC1=CC(=C(C=C1)C=CC2=CC=C(C=C2)[Tl])F,USKATLOSMLTELT-IERUDJENSA-N,[4-[(E)-2-(2-fluoro-4-octoxyphenyl)ethenyl]phenyl]thallium,530.171,530.171,0,1,0,0,0,0,1,1,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144524125,"[5-Fluoro-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazolo[3,4-b]pyridin-1-yl]thallium",NULL,466.450,C12H14BFN3O2Tl,49.200,385.000,NULL,20,0,5,1,"InChI=1S/C12H14BFN3O2.Tl/c1-11(2)12(3,4)19-13(18-11)9-8-5-7(14)6-15-10(8)17-16-9;/h5-6H,1-4H3;/q-1;+1",B1(OC(C(O1)(C)C)(C)C)C2=NN(C3=C2C=C(C=N3)F)[Tl],B1(OC(C(O1)(C)C)(C)C)C2=NN(C3=C2C=C(C=N3)F)[Tl],CHPKXDOLKAAFQS-UHFFFAOYSA-N,"[5-fluoro-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazolo[3,4-b]pyridin-1-yl]thallium",467.091,467.091,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144423080,[2-(5-Bromo-2-fluorophenyl)-2-formamidopropyl]thallium,NULL,463.480,C10H10BrFNOTl,29.100,232.000,NULL,15,1,2,3,"InChI=1S/C10H10BrFNO.Tl/c1-10(2,13-6-14)8-5-7(11)3-4-9(8)12;/h3-6H,1H2,2H3,(H,13,14);",CC(C[Tl])(C1=C(C=CC(=C1)Br)F)NC=O,CC(C[Tl])(C1=C(C=CC(=C1)Br)F)NC=O,KKAOWDSPFTYHPK-UHFFFAOYSA-N,[2-(5-bromo-2-fluorophenyl)-2-formamidopropyl]thallium,462.967,462.967,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144401837,"[3-(6-Amino-3,5-difluoropyridin-2-yl)-5-fluoropyrazolo[3,4-b]pyridin-1-yl]thallium",NULL,468.570,C11H5F3N5Tl,69.600,365.000,NULL,20,1,7,1,"InChI=1S/C11H5F3N5.Tl/c12-4-1-5-8(18-19-11(5)16-3-4)9-6(13)2-7(14)10(15)17-9;/h1-3H,(H2-,15,16,17,18,19);/q-1;+1",C1=C(C=NC2=C1C(=NN2[Tl])C3=NC(=C(C=C3F)F)N)F,C1=C(C=NC2=C1C(=NN2[Tl])C3=NC(=C(C=C3F)F)N)F,VUZYPRJKSWYEHK-UHFFFAOYSA-N,"[3-(6-amino-3,5-difluoropyridin-2-yl)-5-fluoropyrazolo[3,4-b]pyridin-1-yl]thallium",469.024,469.024,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144401754,"[3-(4-Amino-5-fluoropyrimidin-2-yl)pyrazolo[3,4-b]pyridin-1-yl]thallium",NULL,433.580,C10H6FN6Tl,82.500,308.000,NULL,18,1,6,1,"InChI=1S/C10H6FN6.Tl/c11-6-4-14-10(15-8(6)12)7-5-2-1-3-13-9(5)17-16-7;/h1-4H,(H2-,12,13,14,15,16,17);/q-1;+1",C1=CC2=C(N=C1)N(N=C2C3=NC=C(C(=N3)N)F)[Tl],C1=CC2=C(N=C1)N(N=C2C3=NC=C(C(=N3)N)F)[Tl],JHBGZRNITGFBSB-UHFFFAOYSA-N,"[3-(4-amino-5-fluoropyrimidin-2-yl)pyrazolo[3,4-b]pyridin-1-yl]thallium",434.038,434.038,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144401730,"[3-(4-Amino-5-fluoropyrimidin-2-yl)-5-fluoropyrazolo[3,4-b]pyridin-1-yl]thallium",NULL,451.570,C10H5F2N6Tl,82.500,337.000,NULL,19,1,7,1,"InChI=1S/C10H5F2N6.Tl/c11-4-1-5-7(17-18-9(5)14-2-4)10-15-3-6(12)8(13)16-10;/h1-3H,(H2-,13,14,15,16,17,18);/q-1;+1",C1=C(C=NC2=C1C(=NN2[Tl])C3=NC=C(C(=N3)N)F)F,C1=C(C=NC2=C1C(=NN2[Tl])C3=NC=C(C(=N3)N)F)F,HQOUZMSAHDCBHL-UHFFFAOYSA-N,"[3-(4-amino-5-fluoropyrimidin-2-yl)-5-fluoropyrazolo[3,4-b]pyridin-1-yl]thallium",452.029,452.029,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144066486,[(2-Fluoro-6-methoxyphenyl)methylamino]thallium,NULL,358.540,C8H9FNOTl,21.300,136.000,NULL,12,1,3,3,"InChI=1S/C8H9FNO.Tl/c1-11-8-4-2-3-7(9)6(8)5-10;/h2-4,10H,5H2,1H3;/q-1;+1",COC1=C(C(=CC=C1)F)CN[Tl],COC1=C(C(=CC=C1)F)CN[Tl],XZUAGBGSTAKPQA-UHFFFAOYSA-N,[(2-fluoro-6-methoxyphenyl)methylamino]thallium,359.041,359.041,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
144043559,"(2,3,5,6-Tetrafluoro-4-methoxycarbonylphenoxy)thallium",NULL,427.480,C8H3F4O3Tl,35.500,252.000,NULL,16,0,7,2,"InChI=1S/C8H4F4O3.Tl/c1-15-8(14)2-3(9)5(11)7(13)6(12)4(2)10;/h13H,1H3;/q;+1/p-1",COC(=O)C1=C(C(=C(C(=C1F)F)O[Tl])F)F,COC(=O)C1=C(C(=C(C(=C1F)F)O[Tl])F)F,FCEPWEJKCAFTLS-UHFFFAOYSA-M,"(2,3,5,6-tetrafluoro-4-methoxycarbonylphenoxy)thallium",427.976,427.976,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
143874666,"(2,6-Dichloro-4-fluorophenoxy)thallium",NULL,384.360,C6H2Cl2FOTl,9.200,126.000,NULL,11,0,2,0,"InChI=1S/C6H3Cl2FO.Tl/c7-4-1-3(9)2-5(8)6(4)10;/h1-2,10H;/q;+1/p-1",C1=C(C=C(C(=C1Cl)O[Tl])Cl)F,C1=C(C=C(C(=C1Cl)O[Tl])Cl)F,JMVZZNWLTKTZCK-UHFFFAOYSA-M,"(2,6-dichloro-4-fluorophenoxy)thallium",383.921,383.921,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
143786249,[2-[(5-Fluoropyridin-2-yl)amino]-2-oxoethyl]sulfanylthallium,NULL,389.580,C7H6FN2OSTl,67.300,184.000,NULL,13,1,4,2,"InChI=1S/C7H7FN2OS.Tl/c8-5-1-2-6(9-3-5)10-7(11)4-12;/h1-3,12H,4H2,(H,9,10,11);/q;+1/p-1",C1=CC(=NC=C1F)NC(=O)CS[Tl],C1=CC(=NC=C1F)NC(=O)CS[Tl],PKADFGMJCRDUGC-UHFFFAOYSA-M,[2-[(5-fluoropyridin-2-yl)amino]-2-oxoethyl]sulfanylthallium,389.993,389.993,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
143629725,"[5-(3,5-Difluoro-4-formylphenyl)-4-methylbenzimidazol-1-yl]thallium",NULL,475.620,C15H9F2N2OTl,34.900,388.000,NULL,21,0,4,2,"InChI=1S/C15H10F2N2O.Tl/c1-8-10(2-3-14-15(8)19-7-18-14)9-4-12(16)11(6-20)13(17)5-9;/h2-7H,1H3,(H,18,19,20);/q;+1/p-1",CC1=C(C=CC2=C1N=CN2[Tl])C3=CC(=C(C(=C3)F)C=O)F,CC1=C(C=CC2=C1N=CN2[Tl])C3=CC(=C(C(=C3)F)C=O)F,SRWCCAZBRFDZTC-UHFFFAOYSA-M,"[5-(3,5-difluoro-4-formylphenyl)-4-methylbenzimidazol-1-yl]thallium",476.043,476.043,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20191207,PATENTSCOPE (WIPO),Governmental Organizations,NULL
