cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,neighbortype,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
166565546,"(4,6-Dichloro-5-fluoropyrrolo[2,3-b]pyridin-1-yl)thallanylidene-sulfanylidenephosphanium",NULL,471.430,C7H2Cl2FN2PSTl+,49.900,307.000,NULL,15,0,3,1,InChI=1S/C7H2Cl2FN2.PS.Tl/c8-4-3-1-2-11-7(3)12-6(9)5(4)10;1-2;/h1-2H;;/q2*-1;+3,C1=CN(C2=NC(=C(C(=C21)Cl)F)Cl)[Tl]=[P+]=S,C1=CN(C2=NC(=C(C(=C21)Cl)F)Cl)[Tl]=[P+]=S,VXXSVXCVIZOJQU-UHFFFAOYSA-N,"(4,6-dichloro-5-fluoropyrrolo[2,3-b]pyridin-1-yl)thallanylidene-sulfanylidenephosphanium",470.878,470.878,1,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20230202,PATENTSCOPE (WIPO),Governmental Organizations,NULL
165126480,"[1-[4-(Aminomethyl)-2-fluorophenyl]-3-methoxy-5,6-dihydro-1,2,4-triazin-4-yl]thallium",NULL,441.640,C11H14FN4OTl,54.100,317.000,NULL,18,1,5,3,"InChI=1S/C11H14FN4O.Tl/c1-17-11-14-4-5-16(15-11)10-3-2-8(7-13)6-9(10)12;/h2-3,6H,4-5,7,13H2,1H3;/q-1;+1",COC1=NN(CCN1[Tl])C2=C(C=C(C=C2)CN)F,COC1=NN(CCN1[Tl])C2=C(C=C(C=C2)CN)F,BFXIZBXKPFHSFH-UHFFFAOYSA-N,"[1-[4-(aminomethyl)-2-fluorophenyl]-3-methoxy-5,6-dihydro-1,2,4-triazin-4-yl]thallium",442.09,442.09,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20221007,PATENTSCOPE (WIPO),Governmental Organizations,NULL
165126457,"[1-[4-(Aminomethyl)-2-fluorophenyl]-3-ethyl-5,6-dihydro-1,2,4-triazin-4-yl]thallium",NULL,439.660,C12H16FN4Tl,44.900,313.000,NULL,18,1,4,3,"InChI=1S/C12H16FN4.Tl/c1-2-12-15-5-6-17(16-12)11-4-3-9(8-14)7-10(11)13;/h3-4,7H,2,5-6,8,14H2,1H3;/q-1;+1",CCC1=NN(CCN1[Tl])C2=C(C=C(C=C2)CN)F,CCC1=NN(CCN1[Tl])C2=C(C=C(C=C2)CN)F,RGQPATOMZBBKAS-UHFFFAOYSA-N,"[1-[4-(aminomethyl)-2-fluorophenyl]-3-ethyl-5,6-dihydro-1,2,4-triazin-4-yl]thallium",440.11,440.11,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20221007,PATENTSCOPE (WIPO),Governmental Organizations,NULL
165126379,"[3-Fluoro-4-(3-methoxy-4-methylidenethallanyl-5,6-dihydro-1,2,4-triazin-1-yl)phenyl]methanamine",NULL,455.660,C12H16FN4OTl,54.100,355.000,NULL,19,1,5,4,"InChI=1S/C11H14FN4O.CH2.Tl/c1-17-11-14-4-5-16(15-11)10-3-2-8(7-13)6-9(10)12;;/h2-3,6H,4-5,7,13H2,1H3;1H2;/q-1;;+1",COC1=NN(CCN1[Tl]=C)C2=C(C=C(C=C2)CN)F,COC1=NN(CCN1[Tl]=C)C2=C(C=C(C=C2)CN)F,LGWINKAMPWJCRQ-UHFFFAOYSA-N,"[3-fluoro-4-(3-methoxy-4-methylidenethallanyl-5,6-dihydro-1,2,4-triazin-1-yl)phenyl]methanamine",456.105,456.105,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20221007,PATENTSCOPE (WIPO),Governmental Organizations,NULL
164158212,[(3R)-3-amino-2-fluoropentan-2-yl]thallium,NULL,308.530,C5H11FNTl,26.000,78.800,NULL,8,1,2,2,"InChI=1S/C5H11FN.Tl/c1-3-5(7)4(2)6;/h5H,3,7H2,1-2H3;/t5-;/m1./s1",CC[C@H](C(C)(F)[Tl])N,CCC(C(C)(F)[Tl])N,ZKPZHAQWGKOBNS-NUBCRITNSA-N,[(3R)-3-amino-2-fluoropentan-2-yl]thallium,309.062,309.062,0,1,0,2,1,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
164156705,"[6-(2,4-Difluorophenyl)-5-ethoxycarbonylpyridin-2-yl]thallium",NULL,466.610,C14H10F2NO2Tl,39.200,345.000,NULL,20,0,5,4,"InChI=1S/C14H10F2NO2.Tl/c1-2-19-14(18)11-4-3-7-17-13(11)10-6-5-9(15)8-12(10)16;/h3-6,8H,2H2,1H3;",CCOC(=O)C1=C(N=C(C=C1)[Tl])C2=C(C=C(C=C2)F)F,CCOC(=O)C1=C(N=C(C=C1)[Tl])C2=C(C=C(C=C2)F)F,ZJJLSWWMRSWHJJ-UHFFFAOYSA-N,"[6-(2,4-difluorophenyl)-5-ethoxycarbonylpyridin-2-yl]thallium",467.042,467.042,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
164148527,[5-Amino-3-[4-fluoro-3-(methoxymethyl)phenyl]indazol-1-yl]thallium,NULL,474.660,C15H13FN3OTl,53.100,362.000,NULL,21,1,4,3,"InChI=1S/C15H13FN3O.Tl/c1-20-8-10-6-9(2-4-13(10)16)15-12-7-11(17)3-5-14(12)18-19-15;/h2-7H,8,17H2,1H3;/q-1;+1",COCC1=C(C=CC(=C1)C2=NN(C3=C2C=C(C=C3)N)[Tl])F,COCC1=C(C=CC(=C1)C2=NN(C3=C2C=C(C=C3)N)[Tl])F,ZCOMXWGTOUDYGE-UHFFFAOYSA-N,[5-amino-3-[4-fluoro-3-(methoxymethyl)phenyl]indazol-1-yl]thallium,475.079,475.079,0,1,0,0,0,0,0,0,0,0,2,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
164146328,[[4-(1-Ethoxy-3-methyl-1-oxobut-2-en-2-yl)-3-methylphenoxy]-fluoromethyl]thallium,NULL,469.680,C15H18FO3Tl,35.500,366.000,NULL,20,0,4,6,"InChI=1S/C15H18FO3.Tl/c1-5-18-15(17)14(10(2)3)13-7-6-12(19-9-16)8-11(13)4;/h6-9H,5H2,1-4H3;",CCOC(=O)C(=C(C)C)C1=C(C=C(C=C1)OC(F)[Tl])C,CCOC(=O)C(=C(C)C)C1=C(C=C(C=C1)OC(F)[Tl])C,ZASLEYVNVARLDP-UHFFFAOYSA-N,[[4-(1-ethoxy-3-methyl-1-oxobut-2-en-2-yl)-3-methylphenoxy]-fluoromethyl]thallium,470.098,470.098,0,1,0,1,0,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
164019614,"[4-[(S)-amino(but-3-enoxy)methyl]-2,6-difluorophenyl]thallium",NULL,416.600,C11H12F2NOTl,35.200,218.000,NULL,16,1,4,5,"InChI=1S/C11H12F2NO.Tl/c1-2-3-4-15-11(14)8-5-9(12)7-10(13)6-8;/h2,5-6,11H,1,3-4,14H2;/t11-;/m0./s1",C=CCCO[C@@H](C1=CC(=C(C(=C1)F)[Tl])F)N,C=CCCOC(C1=CC(=C(C(=C1)F)[Tl])F)N,UYGPAOXFCFEVFV-MERQFXBCSA-N,"[4-[(S)-amino(but-3-enoxy)methyl]-2,6-difluorophenyl]thallium",417.063,417.063,0,1,0,1,1,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163982967,"[(4-Ethenyl-2,3,5,6-tetrafluorophenyl)-lambda1-thallanylmethyl]thallium",NULL,596.890,C9H4F4Tl2,0.000,220.000,NULL,15,0,4,2,"InChI=1S/C9H4F4.2Tl/c1-3-5-8(12)6(10)4(2)7(11)9(5)13;;/h2-3H,1H2;;",C=CC1=C(C(=C(C(=C1F)F)C([Tl])[Tl])F)F,C=CC1=C(C(=C(C(=C1F)F)C([Tl])[Tl])F)F,SZZACBBRYQGYOC-UHFFFAOYSA-N,"[(4-ethenyl-2,3,5,6-tetrafluorophenyl)-lambda1-thallanylmethyl]thallium",597.974,597.974,0,1,0,0,0,0,0,0,0,0,2,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163973242,"(2,6-Difluoro-4-methylphenyl)thallium",NULL,331.490,C7H5F2Tl,0.000,106.000,NULL,10,0,2,0,"InChI=1S/C7H5F2.Tl/c1-5-2-6(8)4-7(9)3-5;/h2-3H,1H3;",CC1=CC(=C(C(=C1)F)[Tl])F,CC1=CC(=C(C(=C1)F)[Tl])F,SRVUVXHTQIIBEM-UHFFFAOYSA-N,"(2,6-difluoro-4-methylphenyl)thallium",332.01,332.01,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163957007,[3-Fluoro-1-(8-methylquinolin-5-yl)piperidin-3-yl]thallium,NULL,447.680,C15H16FN2Tl,16.100,327.000,NULL,19,0,3,1,"InChI=1S/C15H16FN2.Tl/c1-11-6-7-14(13-5-2-8-17-15(11)13)18-9-3-4-12(16)10-18;/h2,5-8H,3-4,9-10H2,1H3;",CC1=C2C(=C(C=C1)N3CCCC(C3)(F)[Tl])C=CC=N2,CC1=C2C(=C(C=C1)N3CCCC(C3)(F)[Tl])C=CC=N2,SEFVNRPDOZNDGQ-UHFFFAOYSA-N,[3-fluoro-1-(8-methylquinolin-5-yl)piperidin-3-yl]thallium,448.104,448.104,0,1,0,1,0,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163815632,[Fluoro-(4-methyl-3-pyridin-2-ylpyrazol-1-yl)methyl]thallium,NULL,394.580,C10H9FN3Tl,30.700,217.000,NULL,15,0,3,2,"InChI=1S/C10H9FN3.Tl/c1-8-6-14(7-11)13-10(8)9-4-2-3-5-12-9;/h2-7H,1H3;",CC1=CN(N=C1C2=CC=CC=N2)C(F)[Tl],CC1=CN(N=C1C2=CC=CC=N2)C(F)[Tl],NRBWYRACDFXVDW-UHFFFAOYSA-N,[fluoro-(4-methyl-3-pyridin-2-ylpyrazol-1-yl)methyl]thallium,395.052,395.052,0,1,0,1,0,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163722383,"2,3,6-Trifluorothalline",NULL,323.450,C5H2F3Tl,0.000,214.000,NULL,9,0,3,0,InChI=1S/C5H2F3.Tl/c6-3-1-2-5(8)4-7;/h1-2H;,C1=C(C(=[Tl]C(=C1)F)F)F,C1=C(C(=[Tl]C(=C1)F)F)F,KSRGXVFWTFMTNY-UHFFFAOYSA-N,"2,3,6-trifluorothalline",323.985,323.985,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163661346,"Methyl-[1,1,1-trifluoro-3-(methyl-lambda3-iodanylidene)propan-2-ylidene]thallane",NULL,455.390,C5H7F3ITl,0.000,159.000,NULL,10,0,3,1,"InChI=1S/C4H4F3I.CH3.Tl/c1-8-3-2-4(5,6)7;;/h3H,1H3;1H3;",CI=CC(=[Tl]C)C(F)(F)F,CI=CC(=[Tl]C)C(F)(F)F,IUQOMZZDBHSYKN-UHFFFAOYSA-N,"methyl-[1,1,1-trifluoro-3-(methyl-lambda3-iodanylidene)propan-2-ylidene]thallane",455.929,455.929,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163536639,(1-Fluoro-4-pyrrolidin-1-ylcyclohexyl)thallium,NULL,374.630,C10H17FNTl,3.200,172.000,NULL,13,0,2,1,"InChI=1S/C10H17FN.Tl/c11-9-3-5-10(6-4-9)12-7-1-2-8-12;/h10H,1-8H2;",C1CCN(C1)C2CCC(CC2)(F)[Tl],C1CCN(C1)C2CCC(CC2)(F)[Tl],DXOAVNZAFKPMDU-UHFFFAOYSA-N,(1-fluoro-4-pyrrolidin-1-ylcyclohexyl)thallium,375.109,375.109,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163508348,[4-[(4-Fluorophenyl)-(4-iodophenyl)sulfonio]phenyl]thallium,NULL,610.600,C18H12FISTl+,1.000,332.000,NULL,22,0,1,3,InChI=1S/C18H12FIS.Tl/c19-14-6-10-17(11-7-14)21(16-4-2-1-3-5-16)18-12-8-15(20)9-13-18;/h2-13H;/q+1;,C1=CC(=CC=C1F)[S+](C2=CC=C(C=C2)I)C3=CC=C(C=C3)[Tl],C1=CC(=CC=C1F)[S+](C2=CC=C(C=C2)I)C3=CC=C(C=C3)[Tl],DANHSYQXIBQXFL-UHFFFAOYSA-N,[4-[(4-fluorophenyl)-(4-iodophenyl)sulfonio]phenyl]thallium,610.943,610.943,1,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
163482623,"Ethyl 4,4,4-trifluoro-3-methylidenethallanylbutanoate",NULL,387.530,C7H10F3O2Tl,26.300,191.000,NULL,13,0,5,4,"InChI=1S/C6H8F3O2.CH2.Tl/c1-2-11-5(10)3-4-6(7,8)9;;/h4H,2-3H2,1H3;1H2;",CCOC(=O)CC(C(F)(F)F)[Tl]=C,CCOC(=O)CC(C(F)(F)F)[Tl]=C,CFWKDRQWGFYUNN-UHFFFAOYSA-N,"ethyl 4,4,4-trifluoro-3-methylidenethallanylbutanoate",388.038,388.038,0,1,0,1,0,1,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20220706,Google Patents,Research and Development,NULL
161982991,[5-[3-(6-Fluoro-5-formylpyridin-2-yl)propyl]-6-methoxypyridin-3-yl]thallium,NULL,477.670,C15H14FN2O2Tl,52.100,335.000,NULL,21,0,5,6,"InChI=1S/C15H14FN2O2.Tl/c1-20-15-11(5-3-9-17-15)4-2-6-13-8-7-12(10-19)14(16)18-13;/h5,7-10H,2,4,6H2,1H3;",COC1=C(C=C(C=N1)[Tl])CCCC2=NC(=C(C=C2)C=O)F,COC1=C(C=C(C=N1)[Tl])CCCC2=NC(=C(C=C2)C=O)F,YPXCJDXFGDURQR-UHFFFAOYSA-N,[5-[3-(6-fluoro-5-formylpyridin-2-yl)propyl]-6-methoxypyridin-3-yl]thallium,478.078,478.078,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20211203,Google Patents,Research and Development,NULL
161812850,"[4-(3,5-Difluoro-4-iodophenyl)-2,6-difluorophenyl]thallium",NULL,555.440,C12H4F4ITl,0.000,269.000,NULL,18,0,4,1,InChI=1S/C12H4F4I.Tl/c13-8-1-6(2-9(14)5-8)7-3-10(15)12(17)11(16)4-7;/h1-4H;,C1=C(C=C(C(=C1F)I)F)C2=CC(=C(C(=C2)F)[Tl])F,C1=C(C=C(C(=C1F)I)F)C2=CC(=C(C(=C2)F)[Tl])F,XUEPIIIPYVBLJB-UHFFFAOYSA-N,"[4-(3,5-difluoro-4-iodophenyl)-2,6-difluorophenyl]thallium",555.904,555.904,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20211203,Google Patents,Research and Development,NULL
157823452,[4-Methoxycarbonyl-2-(trifluoromethyl)phenoxy]thallium,NULL,423.520,C9H6F3O3Tl,35.500,257.000,NULL,16,0,6,2,"InChI=1S/C9H7F3O3.Tl/c1-15-8(14)5-2-3-7(13)6(4-5)9(10,11)12;/h2-4,13H,1H3;/q;+1/p-1",COC(=O)C1=CC(=C(C=C1)O[Tl])C(F)(F)F,COC(=O)C1=CC(=C(C=C1)O[Tl])C(F)(F)F,DJGAAFOWZDTIAD-UHFFFAOYSA-M,[4-methoxycarbonyl-2-(trifluoromethyl)phenoxy]thallium,424.001,424.001,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20211203,Google Patents,Research and Development,NULL
156649138,"[1-[5-(Aminomethyl)-3-fluoropyridin-2-yl]-5,6-dihydro-1,2,4-triazin-4-yl]thallium",NULL,412.600,C9H11FN5Tl,57.800,264.000,NULL,16,1,5,2,"InChI=1S/C9H11FN5.Tl/c10-8-3-7(4-11)5-13-9(8)15-2-1-12-6-14-15;/h3,5-6H,1-2,4,11H2;/q-1;+1",C1CN(N=CN1[Tl])C2=C(C=C(C=N2)CN)F,C1CN(N=CN1[Tl])C2=C(C=C(C=N2)CN)F,OREDQRHLGROYPZ-UHFFFAOYSA-N,"[1-[5-(aminomethyl)-3-fluoropyridin-2-yl]-5,6-dihydro-1,2,4-triazin-4-yl]thallium",413.074,413.074,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20211109,PATENTSCOPE (WIPO),Governmental Organizations,NULL
155632926,"2,2,3,3,3-Pentafluoropropanoyloxythallium",NULL,367.410,C3F5O2Tl,26.300,164.000,NULL,11,0,7,1,"InChI=1S/C3HF5O2.Tl/c4-2(5,1(9)10)3(6,7)8;/h(H,9,10);/q;+1/p-1",C(=O)(C(C(F)(F)F)(F)F)O[Tl],C(=O)(C(C(F)(F)F)(F)F)O[Tl],PAXBFQJLUNWIFN-UHFFFAOYSA-M,"2,2,3,3,3-pentafluoropropanoyloxythallium",367.956,367.956,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20210221,PATENTSCOPE (WIPO),Governmental Organizations,NULL
155632922,"2,2,3,3,4,4,4-Heptafluorobutanoyloxythallium",NULL,417.410,C4F7O2Tl,26.300,234.000,NULL,14,0,9,2,"InChI=1S/C4HF7O2.Tl/c5-2(6,1(12)13)3(7,8)4(9,10)11;/h(H,12,13);/q;+1/p-1",C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O[Tl],C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O[Tl],AXZDVBQRMXIXHH-UHFFFAOYSA-M,"2,2,3,3,4,4,4-heptafluorobutanoyloxythallium",417.953,417.953,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20210221,PATENTSCOPE (WIPO),Governmental Organizations,NULL
154560770,[5-Amino-3-[4-fluoro-3-(2-methoxyethoxy)phenyl]indazol-1-yl]thallium,NULL,504.690,C16H15FN3O2Tl,62.300,392.000,NULL,23,1,5,5,"InChI=1S/C16H15FN3O2.Tl/c1-21-6-7-22-15-8-10(2-4-13(15)17)16-12-9-11(18)3-5-14(12)19-20-16;/h2-5,8-9H,6-7,18H2,1H3;/q-1;+1",COCCOC1=C(C=CC(=C1)C2=NN(C3=C2C=C(C=C3)N)[Tl])F,COCCOC1=C(C=CC(=C1)C2=NN(C3=C2C=C(C=C3)N)[Tl])F,TVEYLTURNCVIAZ-UHFFFAOYSA-N,[5-amino-3-[4-fluoro-3-(2-methoxyethoxy)phenyl]indazol-1-yl]thallium,505.089,505.089,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200814,Google Patents,Research and Development,NULL
154560768,[3-(6-Fluoropyridin-3-yl)-5-nitroindazol-1-yl]thallium,NULL,461.580,C12H6FN4O2Tl,76.500,383.000,NULL,20,0,5,1,InChI=1S/C12H6FN4O2.Tl/c13-11-4-1-7(6-14-11)12-9-5-8(17(18)19)2-3-10(9)15-16-12;/h1-6H;/q-1;+1,C1=CC2=C(C=C1[N+](=O)[O-])C(=NN2[Tl])C3=CN=C(C=C3)F,C1=CC2=C(C=C1[N+](=O)[O-])C(=NN2[Tl])C3=CN=C(C=C3)F,PWTGHQRCQSVOSP-UHFFFAOYSA-N,[3-(6-fluoropyridin-3-yl)-5-nitroindazol-1-yl]thallium,462.022,462.022,0,1,0,0,0,0,0,0,0,0,2,1,2D,NULL,Classification|Patents,2,NULL,20200814,Google Patents,Research and Development,NULL
154553864,[5-Amino-3-[3-(trifluoromethyl)phenyl]indazol-1-yl]thallium,CRYZSWVLNIVZOO-UHFFFAOYSA-N|OCID190075770812,480.620,C14H9F3N3Tl,43.800,379.000,NULL,21,1,5,1,"InChI=1S/C14H9F3N3.Tl/c15-14(16,17)9-3-1-2-8(6-9)13-11-7-10(18)4-5-12(11)19-20-13;/h1-7H,18H2;/q-1;+1",C1=CC(=CC(=C1)C(F)(F)F)C2=NN(C3=C2C=C(C=C3)N)[Tl],C1=CC(=CC(=C1)C(F)(F)F)C2=NN(C3=C2C=C(C=C3)N)[Tl],CRYZSWVLNIVZOO-UHFFFAOYSA-N,[5-amino-3-[3-(trifluoromethyl)phenyl]indazol-1-yl]thallium,481.049,481.049,0,1,0,0,0,0,0,0,0,0,4,2,2D,NULL,Classification|Patents,2,NULL,20200814,"ECI Group, LCSB, University of Luxembourg|Google Patents",Research and Development,NULL
154534081,[5-Amino-6-fluoro-3-(3-fluorophenyl)indazol-1-yl]thallium,NULL,448.600,C13H8F2N3Tl,43.800,333.000,NULL,19,1,4,1,"InChI=1S/C13H8F2N3.Tl/c14-8-3-1-2-7(4-8)13-9-5-11(16)10(15)6-12(9)17-18-13;/h1-6H,16H2;/q-1;+1",C1=CC(=CC(=C1)F)C2=NN(C3=CC(=C(C=C32)N)F)[Tl],C1=CC(=CC(=C1)F)C2=NN(C3=CC(=C(C=C32)N)F)[Tl],NRFSORNVEVGNBV-UHFFFAOYSA-N,[5-amino-6-fluoro-3-(3-fluorophenyl)indazol-1-yl]thallium,449.043,449.043,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200814,Google Patents,Research and Development,NULL
153670548,[3-(2-Fluoropyridin-4-yl)-5-nitroindazol-1-yl]thallium,NULL,461.580,C12H6FN4O2Tl,76.500,383.000,NULL,20,0,5,1,InChI=1S/C12H6FN4O2.Tl/c13-11-5-7(3-4-14-11)12-9-6-8(17(18)19)1-2-10(9)15-16-12;/h1-6H;/q-1;+1,C1=CC2=C(C=C1[N+](=O)[O-])C(=NN2[Tl])C3=CC(=NC=C3)F,C1=CC2=C(C=C1[N+](=O)[O-])C(=NN2[Tl])C3=CC(=NC=C3)F,NTCOJGBTAQBDKO-UHFFFAOYSA-N,[3-(2-fluoropyridin-4-yl)-5-nitroindazol-1-yl]thallium,462.022,462.022,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200814,Google Patents,Research and Development,NULL
153360004,[[1-(5-bromo-2-fluoro-N-methylanilino)-3-hydroxy-1-oxopropan-2-yl]amino]thallium,NULL,494.490,C10H11BrFN2O2Tl,52.600,273.000,NULL,17,2,4,4,"InChI=1S/C10H11BrFN2O2.Tl/c1-14(10(16)8(13)5-15)9-4-6(11)2-3-7(9)12;/h2-4,8,13,15H,5H2,1H3;/q-1;+1",CN(C1=C(C=CC(=C1)Br)F)C(=O)C(CO)N[Tl],CN(C1=C(C=CC(=C1)Br)F)C(=O)C(CO)N[Tl],IPRXGWGZHXGQCE-UHFFFAOYSA-N,[[1-(5-bromo-2-fluoro-N-methylanilino)-3-hydroxy-1-oxopropan-2-yl]amino]thallium,493.973,493.973,0,1,0,1,0,1,0,0,0,0,0,0,2D,NULL,Classification|Patents,2,NULL,20200813,PATENTSCOPE (WIPO),Governmental Organizations,NULL
153168176,[Difluoro-(4-methylphenyl)methyl]thallium,NULL,345.520,C8H7F2Tl,0.000,128.000,NULL,11,0,2,1,"InChI=1S/C8H7F2.Tl/c1-6-2-4-7(5-3-6)8(9)10;/h2-5H,1H3;",CC1=CC=C(C=C1)C(F)(F)[Tl],CC1=CC=C(C=C1)C(F)(F)[Tl],WDRCQIPEDKJKGN-UHFFFAOYSA-N,[difluoro-(4-methylphenyl)methyl]thallium,346.026,346.026,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200813,Google Patents,Research and Development,NULL
152995763,[Carboxy(difluoro)methyl]thallium,NULL,299.410,C2HF2O2Tl,37.300,91.700,NULL,7,1,4,1,"InChI=1S/C2HF2O2.Tl/c3-1(4)2(5)6;/h(H,5,6);",C(=O)(C(F)(F)[Tl])O,C(=O)(C(F)(F)[Tl])O,UXECHBXCMONQJM-UHFFFAOYSA-N,[carboxy(difluoro)methyl]thallium,299.969,299.969,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200813,Google Patents,Research and Development,NULL
147970081,[4-Amino-6-(4-chloro-3-fluorophenyl)-5-fluoro-2-methoxycarbonylpyridin-3-yl]thallium,NULL,502.050,C13H8ClF2N2O2Tl,65.200,393.000,NULL,21,1,6,3,"InChI=1S/C13H8ClF2N2O2.Tl/c1-20-13(19)10-5-9(17)11(16)12(18-10)6-2-3-7(14)8(15)4-6;/h2-4H,1H3,(H2,17,18);",COC(=O)C1=C(C(=C(C(=N1)C2=CC(=C(C=C2)Cl)F)F)N)[Tl],COC(=O)C1=C(C(=C(C(=N1)C2=CC(=C(C=C2)Cl)F)F)N)[Tl],IRDWLNWTZIFDBA-UHFFFAOYSA-N,[4-amino-6-(4-chloro-3-fluorophenyl)-5-fluoro-2-methoxycarbonylpyridin-3-yl]thallium,501.999,501.999,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200812,Google Patents,Research and Development,NULL
147261117,"(3-Bromo-5-fluoropyrazolo[3,4-b]pyridin-1-yl)thallium",NULL,419.390,C6H2BrFN3Tl,30.700,184.000,NULL,12,0,3,0,InChI=1S/C6H2BrFN3.Tl/c7-5-4-1-3(8)2-9-6(4)11-10-5;/h1-2H;/q-1;+1,C1=C(C=NC2=C1C(=NN2[Tl])Br)F,C1=C(C=NC2=C1C(=NN2[Tl])Br)F,COOMSYWRQPIQNG-UHFFFAOYSA-N,"(3-bromo-5-fluoropyrazolo[3,4-b]pyridin-1-yl)thallium",418.916,418.916,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200812,Google Patents,Research and Development,NULL
146886353,"[lambda1-Thallanyl-(2,3,4,5,6-pentafluorophenyl)methyl]thallium",NULL,588.840,C7HF5Tl2,0.000,187.000,NULL,14,0,5,1,InChI=1S/C7HF5.2Tl/c1-2-3(8)5(10)7(12)6(11)4(2)9;;/h1H;;,C1(=C(C(=C(C(=C1F)F)F)F)F)C([Tl])[Tl],C1(=C(C(=C(C(=C1F)F)F)F)F)C([Tl])[Tl],SWWJTEQYNAVPFI-UHFFFAOYSA-N,"[lambda1-thallanyl-(2,3,4,5,6-pentafluorophenyl)methyl]thallium",589.949,589.949,0,1,0,0,0,0,0,0,0,0,1,1,2D,NULL,Classification|Patents,2,NULL,20200812,Google Patents,Research and Development,NULL
